route,carrier,year,n_markets,q_flown,q_best,opt_over_flown,best_dep
DLC-TVS,GT,2017,4,0.00409,0.20916,51.145,1080
HNY-HAK,HU,2017,5,0.19245,0.73388,3.813,360
YYZ-CAN,CZ,2017,128,0.08965,0.13551,1.512,960
HUZ-NNG,GX,2017,22,0.26233,0.66096,2.52,240
AKU-CGO,PN,2017,39,0.12505,0.26595,2.127,240
CGY-BCD,DG,2017,1,0.02296,0.02864,1.247,480
JHB-CGK,AK,2017,33,0.20516,0.35111,1.711,600
KMG-PEN,8L,2017,15,0.39989,0.46154,1.154,120
BNE-PVG,MU,2017,160,0.08876,0.24297,2.738,1200
LJG-KWL,MF,2017,28,0.03228,0.0483,1.496,840
LGW-GRX,U2,2017,1,0.0,0.0119,,600
GOT-VNO,W6,2017,9,0.03396,0.21559,6.348,360
TSF-NAP,FR,2017,10,0.12632,0.44658,3.535,240
ESB-IEV,PC,2017,11,0.04651,0.31473,6.767,360
PRG-AAR,OK,2017,4,0.00096,0.29654,309.604,240
LGW-TBS,A9,2017,9,0.00786,0.25694,32.7,840
LUX-PRG,LG,2017,36,0.06015,0.10341,1.719,480
FRA-SCQ,LH,2017,7,0.00206,0.01286,6.255,1080
AJA-CRL,XK,2017,10,0.25349,0.31858,1.257,240
TLV-AGP,LY,2017,15,0.00533,0.22577,42.356,600
LKN-TOS,WF,2017,9,0.87479,0.94658,1.082,240
ATL-MXP,DL,2017,79,0.00703,0.02483,3.53,240
BLL-OTP,W6,2017,15,0.25144,0.31419,1.25,240
SCV-BLQ,W6,2017,28,0.67956,0.96215,1.416,120
GRY-AEY,FNA,2017,1,1.0,1.0,1.0,
PSA-RTM,HV,2017,2,0.00739,0.28002,37.873,600
BCN-LAX,DY,2017,62,0.26916,0.32183,1.196,1080
EIN-NAP,FR,2017,10,0.03859,0.13855,3.59,840
SFO-MAN,VS,2017,111,0.04481,0.10818,2.414,240
SKG-GOT,FR,2017,10,0.31074,0.39414,1.268,240
MAD-LCA,CO,2017,11,0.00834,0.00898,1.077,1080
BEG-VCE,JU,2017,40,0.01053,0.01455,1.382,360
WRO-KEF,W6,2017,19,5e-05,0.23864,4482.347,600
TLV-AER,U6,2017,15,0.03259,0.13211,4.054,720
WAW-STR,LO,2017,31,0.00294,0.01259,4.288,960
ZRH-SKG,LX,2017,16,0.01178,0.07338,6.23,1080
SUF-OTP,W6,2017,16,0.59468,0.68535,1.152,600
STN-FNI,FR,2017,2,0.00096,0.01662,17.326,360
TZL-CGN,W6,2017,18,0.69635,0.77747,1.116,240
MLA-TLV,KM,2017,17,0.21537,0.41777,1.94,1200
KEF-PRG,W6,2017,50,0.04091,0.04568,1.117,240
CLJ-MLA,W6,2017,3,0.20198,0.48886,2.42,600
GZP-BRE,ST,2017,17,0.01478,0.11639,7.872,360
CCS-IST,TK,2017,176,0.37159,0.56164,1.511,360
MAD-VRN,FR,2017,14,0.00215,0.01108,5.146,240
FRA-AUS,DE,2017,32,0.0157,0.02715,1.729,1080
AMS-KTW,HV,2017,4,0.00639,0.04094,6.406,360
VIT-BGY,FR,2017,45,0.61245,0.93635,1.529,120
TSE-MRV,DV,2017,11,0.03258,0.07709,2.366,360
FAO-MRS,V7,2017,32,0.25511,0.32848,1.288,720
USK-LED,KO,2017,36,0.41087,0.57259,1.394,240
JCU-AGP,HTY,2017,84,0.77058,0.99104,1.286,240
DUB-SEN,BE,2017,12,0.14419,0.1826,1.266,600
KRK-SXF,FR,2017,64,0.12665,0.15298,1.208,240
ODS-ESB,PC,2017,36,0.27536,0.34399,1.249,360
FDF-CDG,SE,2017,141,0.57877,0.58269,1.007,1320
SOF-BTS,W6,2017,13,0.00291,0.10709,36.767,240
FRA-BRI,LH,2017,7,0.00209,0.02094,10.029,1080
ZRH-WRO,LX,2017,6,0.0054,0.166,30.731,240
DUS-ZAG,EW,2017,14,0.09725,0.09725,1.0,
SDU-RAO,2Z,2017,5,0.00475,0.13325,28.04,1200
MDQ-EZE,AR,2017,35,0.53017,0.69854,1.318,600
FLL-HAV,WN,2017,21,0.23409,0.2458,1.05,600
NAS-PAP,UP,2017,6,0.48221,0.73373,1.522,840
SEA-MEX,AM,2017,51,0.26572,0.35502,1.336,240
LAP-HMO,A7,2017,4,1.0,1.0,1.0,
IPI-PUU,9R,2017,2,0.73333,1.0,1.364,240
MEM-YYZ,AC,2017,73,0.30721,0.31708,1.032,1080
NAN-SFO,FJ,2017,88,0.6157,0.63533,1.032,1200
DCA-GRR,AA,2017,8,0.00654,0.01473,2.251,960
MAA-IDR,6E,2017,1,0.00961,0.08489,8.832,840
NTG-CGO,DZ,2017,26,0.12504,0.21491,1.719,480
YIH-SJW,HU,2017,14,0.42906,0.45619,1.063,600
XNN-NKG,TV,2017,19,0.02141,0.05735,2.679,480
HPH-ICN,VJ,2017,65,0.65141,0.82371,1.265,240
NNG-CGD,GX,2017,3,0.00235,0.00507,2.16,1080
KKJ-ICN,LJ,2017,107,0.73975,0.74926,1.013,360
DMK-WUX,E3,2017,8,0.00711,0.01876,2.639,720
CGO-YVR,3U,2017,55,0.63037,0.77686,1.232,1200
XIY-MEL,HU,2017,25,0.53066,0.55101,1.038,1320
CTU-SHF,CA,2017,2,0.00292,0.00728,2.493,480
KWL-DMK,E3,2017,25,0.54324,0.69675,1.283,480
DPS-CTU,GA,2017,77,0.14913,0.19813,1.329,1320
CEB-FOC,MF,2017,33,0.13519,0.16661,1.232,240
HAN-CSX,CZ,2017,43,0.13436,0.17043,1.268,600
AKL-CTU,3U,2017,112,0.13883,0.23298,1.678,960
EVN-TSE,DV,2017,37,0.19276,0.21017,1.09,240
DLU-NNG,OQ,2017,36,0.05641,0.08419,1.493,840
CTS-HGH,HU,2017,72,0.07506,0.18931,2.522,120
PVG-BCN,CA,2017,99,0.10285,0.1181,1.148,1320
CTU-MAD,JD,2017,120,0.26466,0.27852,1.052,1200
WRO-LWO,W6,2017,4,0.30555,0.30555,1.0,
EZS-AYT,PC,2017,51,0.29576,0.29576,1.0,
LHR-PDX,DL,2017,44,0.03255,0.06607,2.03,1320
BUD-TIA,W6,2017,2,0.23497,0.38989,1.659,840
TXL-LED,S7,2017,48,0.17783,0.17981,1.011,600
SUF-MAD,FR,2017,70,0.51961,0.53828,1.036,360
BCN-LIM,LA,2017,31,0.80128,0.80171,1.001,960
LBA-GRO,LS,2017,5,0.01538,0.16059,10.444,840
PRG-SEN,BE,2017,5,0.0001,0.01719,178.686,240
OTP-BRS,FR,2017,21,0.00096,0.05746,59.953,480
DBV-ORY,TO,2017,42,0.84449,0.85317,1.01,240
RIX-TMP,BT,2017,1,0.00029,0.00172,5.87,600
ERF-HRG,ST,2017,2,0.95263,1.0,1.05,0
BRI-LPL,FR,2017,9,0.35195,0.48248,1.371,240
INN-LHR,BA,2017,88,0.27227,0.32829,1.206,480
AMS-TIA,HV,2017,4,0.00834,0.00834,1.0,
MSQ-CRL,B2,2017,37,0.09986,0.22177,2.221,120
SEN-CGN,BE,2017,51,0.23416,0.29603,1.264,240
ZAG-MXP,OU,2017,58,0.02379,0.03837,1.613,480
ATH-NCE,A3,2017,43,0.49625,0.50129,1.01,360
ABZ-PMI,TOM,2017,14,0.20335,0.20335,1.0,
MLA-NRN,FR,2017,6,0.07602,0.09139,1.202,120
BEG-HAJ,W6,2017,13,0.00458,0.01197,2.615,960
AOE-OST,TB,2017,1,1.0,1.0,1.0,
KTW-CTA,W6,2017,2,0.46123,0.73471,1.593,240
CTA-CMN,3O,2017,27,0.2254,0.55991,2.484,960
CTA-SOF,W6,2017,13,0.01026,0.11993,11.691,960
GYD-KWI,Q9,2017,32,0.16175,0.20386,1.26,720
OSL-OTP,0B,2017,17,0.11558,0.1928,1.668,960
DUB-SWF,D8,2017,5,0.00157,0.04108,26.184,600
BTS-WAW,W6,2017,33,0.37861,0.47526,1.255,480
GLA-MAD,FR,2017,73,0.06746,0.08323,1.234,480
CTG-PAC,7P,2017,9,0.48889,0.64194,1.313,120
GUA-BZE,5U,2017,16,0.89347,0.90204,1.01,720
FLL-GCM,WN,2017,5,0.3424,0.36643,1.07,240
UYU-VVI,Z8,2017,5,0.6275,0.93735,1.494,240
CEN-LAP,A7,2017,2,0.0,0.26908,,600
JJG-VCP,AD,2017,35,0.37559,0.42432,1.13,360
DEL-MHD,W5,2017,23,0.52458,0.62537,1.192,360
TUI-HAS,,2017,5,0.78255,0.80921,1.034,240
AXM-EOH,VE,2017,1,1.0,1.0,1.0,
FOD-MSP,3E,2017,90,0.70716,0.70716,1.0,
IMT-DTW,DL,2017,96,0.82168,0.86919,1.058,360
HOT-DFW,9X,2017,109,0.87871,0.98064,1.116,480
MGW-PIT,9X,2017,43,0.56426,0.66653,1.181,240
CLE-SAV,G4,2017,1,0.0,0.01381,,480
MCW-MSP,3E,2017,98,0.61771,0.6928,1.122,480
VRB-AVL,7Q,2017,3,0.64314,1.0,1.555,0
ONT-DAL,WN,2017,34,0.07227,0.07604,1.052,240
AUS-CLE,G4,2017,11,0.00211,0.01155,5.479,840
PHX-FSD,AA,2017,5,0.01052,0.01545,1.468,720
MCI-VPS,G4,2017,1,0.0,0.0075,,840
YWG-YXL,WSG,2017,1,1.0,1.0,1.0,
SDF-PGD,G4,2017,1,0.00255,0.00554,2.174,120
BWI-DUJ,9X,2017,1,0.0,0.01474,,480
QRO-MDW,Y4,2017,26,0.18256,0.30828,1.689,960
GGT-CLT,AA,2017,104,0.39382,0.50702,1.287,840
ORD-MEI,AA,2017,1,1.0,1.0,1.0,
YHM-YWG,WS,2017,25,0.31295,0.67446,2.155,120
SHV-CLT,AA,2017,70,0.2037,0.27628,1.356,360
AUS-RDU,DL,2017,16,0.0204,0.029,1.421,120
JJM-NYK,P2,2017,2,0.51244,1.0,1.951,0
KEU-WIL,RRV,2017,10,0.0,1.0,,120
ANA-WIL,F2,2017,12,0.746,1.0,1.34,120
KTJ-LAU,SBK,2017,3,0.94554,1.0,1.058,120
ULX-ASS,SA,2017,3,0.0,0.74413,,480
CPT-VFA,SA,2017,2,0.01058,0.204,19.277,360
AUS-PIT,G4,2017,19,0.1771,0.27584,1.558,240
FEZ-LYS,3O,2017,43,0.18437,0.18437,1.0,
MRU-JED,SV,2017,73,0.55105,0.64116,1.164,120
RAK-BUD,FR,2017,30,0.00694,0.05409,7.796,120
PKY-UPG,IW,2017,15,0.61854,0.97204,1.571,1320
MEL-CMB,UL,2017,30,0.15517,0.15517,1.0,
KHN-LHW,A6,2017,5,0.09195,0.16707,1.817,240
PLW-GTO,IW,2017,1,0.00673,0.61201,90.988,720
VDY-HYD,TRJ,2017,27,0.71664,0.98176,1.37,1320
HAK-CGK,JT,2017,16,0.69354,0.73838,1.065,0
CTU-CEI,3U,2017,3,0.03094,0.0559,1.807,360
NGB-JDZ,9H,2017,5,0.0,0.01289,,480
WNZ-YNT,FM,2017,10,0.06368,0.11391,1.789,360
SYX-TEN,9H,2017,7,0.00039,0.01449,37.021,360
NKG-LCX,8L,2017,2,0.0,0.46493,,480
CTU-LYI,3U,2017,10,0.00609,0.01427,2.346,360
DVO-TAC,DG,2017,1,0.00609,0.01916,3.146,840
HJJ-TSN,DZ,2017,28,0.26358,0.43793,1.661,600
BDJ-PKY,IW,2017,2,0.0,0.22347,,240
PDG-DJB,IW,2017,3,0.07967,0.92033,11.551,0
CKG-USM,PG,2017,6,0.01243,0.12345,9.93,600
REP-CGO,K6,2017,60,0.08893,0.08893,1.0,
ZAM-CGY,DG,2017,3,0.40215,0.4046,1.006,840
KMG-LCX,8L,2017,2,0.00017,0.00126,7.3,240
CXR-KUL,AK,2017,46,0.41059,0.42404,1.033,360
KHI-NJF,PK,2017,7,0.00162,0.09162,56.577,360
HAN-DXB,EK,2017,130,0.35838,0.46272,1.291,0
TSE-DEL,KC,2017,103,0.42119,0.49607,1.178,0
SIN-ATH,TR,2017,92,0.37286,0.47045,1.262,1080
NKG-UYN,HO,2017,1,0.0,0.01824,,240
KBV-DOH,QR,2017,92,0.46492,0.70353,1.513,960
PXA-PLM,IW,2017,15,0.92915,0.98103,1.056,120
CTU-JFK,HU,2017,92,0.55197,0.69573,1.26,840
SYX-OVB,Y7,2017,28,0.5279,0.53768,1.019,1320
WTB-TSV,TL,2017,7,0.06902,0.70205,10.172,240
POM-TSV,PX,2017,12,0.53803,0.5854,1.088,360
TAO-SYD,JD,2017,42,0.57901,0.59284,1.024,1080
PNH-SYX,HU,2017,53,0.01854,0.12594,6.795,240
YHU-YTZ,P6,2017,7,0.46913,0.47215,1.006,360
LIL-VCE,U2,2017,23,0.1123,0.37951,3.379,480
DOH-PRG,QR,2017,56,0.0137,0.02472,1.804,120
HEL-OTP,0B,2017,23,0.08909,0.11336,1.272,240
EDI-PVD,D8,2017,13,0.01182,0.15539,13.147,1320
TSF-EDI,FR,2017,14,0.33747,0.39781,1.179,240
WRO-TLV,FR,2017,12,0.07524,0.3769,5.01,240
KKS-MHD,B9,2017,2,0.33333,1.0,3.0,0
MIA-TLV,LY,2017,27,0.03081,0.05443,1.767,1200
IND-SEA,AS,2017,36,0.13724,0.21148,1.541,240
CLE-PIE,G4,2017,2,0.00163,0.50341,308.424,240
BLV-FLL,G4,2017,43,0.49347,0.90678,1.838,360
YVZ-YXL,JV,2017,3,0.78824,1.0,1.269,480
YWK-YYY,P6,2017,3,0.03209,0.36766,11.457,960
YAB-YIO,7F,2017,2,1.0,1.0,1.0,
COU-DEN,UA,2017,71,0.56679,0.77683,1.371,480
ASV-MYD,RRV,2017,1,0.0,1.0,,0
PZB-CPT,SA,2017,10,0.03236,0.05148,1.591,600
OPO-CMN,AT,2017,46,0.28755,0.36165,1.258,600
INC-ZHY,JR,2017,3,0.02204,0.25752,11.685,720
LCX-NAY,KN,2017,15,0.50463,0.82565,1.636,360
PKU-PDG,IW,2017,3,0.13443,0.18787,1.397,480
WGN-KMG,KY,2017,121,0.92843,0.98187,1.058,240
MYQ-MAA,TRJ,2017,26,0.9075,0.98002,1.08,1320
STV-CCU,SG,2017,21,0.32815,0.84782,2.584,1320
CGK-BWX,IN,2017,1,0.0,0.01931,,600
HUO-HET,G5,2017,26,0.97459,1.0,1.026,600
WUA-BAV,JR,2017,16,0.27053,0.30094,1.112,600
XIY-WEF,9H,2017,3,0.00164,0.00579,3.53,360
LKO-JAI,9W,2017,9,0.08162,0.15931,1.952,1080
ZHA-PNH,G5,2017,14,0.35682,0.50801,1.424,240
ENI-CRK,T6,2017,6,0.01726,0.05674,3.288,1080
AKL-SZX,HU,2017,97,0.07626,0.24256,3.181,1080
FOC-YNT,MU,2017,11,0.0367,0.0367,1.0,
GAU-JAI,SG,2017,9,0.01663,0.05939,3.571,240
NDC-BOM,TRJ,2017,40,0.75866,0.91877,1.211,1080
HYD-CMB,UL,2017,14,0.18576,0.28997,1.561,240
LLF-PVG,MU,2017,91,0.65669,0.83798,1.276,360
KWE-NNY,GS,2017,5,0.00434,0.13086,30.131,360
YIN-SHF,CA,2017,2,0.0,0.50169,,600
RGN-MAQ,DD,2017,1,1.0,1.0,1.0,
PPK-CIT,DV,2017,1,1.0,1.0,1.0,
JAI-DMK,FD,2017,48,0.85634,0.86503,1.01,0
CKG-JFK,HU,2017,92,0.72121,0.84741,1.175,840
LYA-NNG,GX,2017,15,0.00636,0.10233,16.102,480
PTJ-MEB,SH,2017,1,1.0,1.0,1.0,
KHN-WEF,HU,2017,3,0.00716,0.0751,10.482,840
SGF-IAH,UA,2017,78,0.1219,0.18412,1.51,360
SWF-SNN,D8,2017,14,0.24207,0.38922,1.608,600
BAH-TBS,GF,2017,19,0.04158,0.10663,2.564,840
KSC-TLV,W6,2017,11,0.44262,0.44262,1.0,
TLV-LUZ,LO,2017,8,0.0009,0.01035,11.504,0
STN-AAL,FR,2017,3,0.0385,0.12974,3.37,960
DVO-CRK,Z2,2017,6,0.0302,0.07789,2.579,480
LHW-AVA,DZ,2017,3,0.00033,0.01373,41.486,480
IDR-BLR,6E,2017,19,0.09108,0.21263,2.335,360
CEB-CKG,3U,2017,51,0.27723,0.39676,1.431,1080
DMK-XUZ,E3,2017,5,0.0,0.25513,,840
TKG-JOG,SJ,2017,6,0.03134,0.07725,2.465,1080
WEH-SHE,GJ,2017,12,0.00039,0.33818,857.249,480
NNY-CKG,G5,2017,43,0.34798,0.52406,1.506,600
MXV-ULN,M0,2017,9,0.592,1.0,1.689,120
HMA-SVO,SU,2017,76,0.50141,0.58809,1.173,240
UTP-SYX,HU,2017,46,0.09944,0.39499,3.972,240
LYI-CGQ,GJ,2017,4,0.07112,0.44479,6.254,480
UUS-PKC,HZ,2017,2,0.0,0.01104,,480
CEB-CYP,DG,2017,1,0.0,0.0062,,240
CKG-LAX,HU,2017,105,0.62371,0.66251,1.062,960
BMU-UPG,IW,2017,23,0.7121,0.98015,1.376,0
LXA-DAX,TV,2017,8,0.03193,0.04736,1.484,480
INA-SCW,KO,2017,3,0.79412,1.0,1.259,0
AGP-ABZ,FR,2017,12,0.05558,0.13427,2.416,360
EGO-SVO,SU,2017,85,0.29388,0.43282,1.473,960
PRN-BUD,W6,2017,57,0.06744,0.1259,1.867,600
BRE-NAP,FR,2017,9,0.0064,0.07804,12.195,840
SBT-DME,WZ,2017,68,0.69276,0.99792,1.44,240
SVQ-NAP,FR,2017,14,0.00311,0.03573,11.502,960
STR-ARN,SK,2017,39,0.4627,0.48355,1.045,360
ATL-VCE,DL,2017,43,0.00413,0.01064,2.578,0
SCW-PEE,KO,2017,1,0.0,1.0,,0
DMK-KWE,E3,2017,44,0.11211,0.12525,1.117,480
XIY-ACX,DZ,2017,2,0.00332,0.00577,1.735,840
HAK-WDS,GX,2017,3,0.0033,0.00904,2.741,840
TKG-SUB,SJ,2017,17,0.03679,0.11524,3.132,240
KRL-XIY,CZ,2017,92,0.1681,0.22387,1.332,480
AKL-CKG,GS,2017,102,0.09999,0.12482,1.248,960
DUM-KNO,IW,2017,5,0.79877,0.98357,1.231,0
UZR-TSE,DV,2017,37,0.76335,0.90391,1.184,0
SYX-KJA,Y7,2017,18,0.21324,0.52992,2.485,1320
VTE-HAK,HU,2017,42,0.29367,0.40197,1.369,240
MEL-CSX,HU,2017,73,0.05357,0.1192,2.225,0
DME-URC,S7,2017,46,0.76953,0.82996,1.079,120
ZIA-IST,8Q,2017,127,0.84047,0.93439,1.112,360
WAW-IEV,LO,2017,8,0.03551,0.2515,7.082,960
BJV-ADA,PC,2017,5,0.0053,0.46854,88.339,480
DRS-FAO,ST,2017,1,0.02576,0.02576,1.0,
LKO-AMD,6E,2017,9,0.07062,0.23034,3.262,360
YNZ-NAY,KN,2017,16,0.06772,0.51832,7.654,720
NTG-CTU,DZ,2017,51,0.28466,0.39713,1.395,120
KEJ-SIP,U6,2017,2,0.0,0.24084,,480
CTU-KJH,GJ,2017,3,0.0,0.23331,,1080
YIH-HRB,FU,2017,14,0.54097,0.73291,1.355,120
XMN-SGN,MF,2017,28,0.33539,0.35127,1.047,240
CTS-NKG,MU,2017,43,0.05646,0.15526,2.75,120
JJN-ZUH,MF,2017,10,0.20172,0.20172,1.0,
CIT-GUW,Z9,2017,6,0.09981,0.39014,3.909,240
TYN-NTG,FU,2017,9,0.0,0.00864,,600
CKG-UCB,G5,2017,1,0.05757,0.05757,1.0,
TPE-FCO,CI,2017,102,0.10098,0.24184,2.395,1080
SIN-ADD,ET,2017,64,0.43124,0.63448,1.471,1320
DOH-TBS,QR,2017,19,0.01099,0.07181,6.536,840
CLJ-BHX,0B,2017,26,0.31304,0.39117,1.25,240
NCE-PMO,V7,2017,4,0.46602,0.93045,1.997,600
PMO-OTP,FR,2017,17,0.05897,0.27165,4.607,240
VLC-LTN,U2,2017,27,0.09541,0.11698,1.226,600
AGP-HAJ,D8,2017,5,0.00115,0.0041,3.582,120
ALB-PIT,J1,2017,36,0.0428,0.10101,2.36,480
ADD-TNR,ET,2017,10,0.22289,0.41348,1.855,0
LOY-MRE,F2,2017,1,0.0,1.0,,0
CMN-ESU,AT,2017,2,0.00015,0.00235,15.509,840
PGF-RAK,FR,2017,4,0.83777,0.90442,1.08,480
AGA-BUD,W6,2017,31,0.03651,0.17146,4.696,0
HZG-HGH,GJ,2017,15,0.01914,0.42782,22.357,600
CAN-ZUH,HU,2017,22,0.00251,0.02353,9.371,0
HYD-IXR,I5,2017,2,0.0,0.43856,,840
WUX-LHW,MU,2017,6,0.23525,0.42157,1.792,360
CKG-ACX,G5,2017,2,0.00768,0.06617,8.619,960
CGO-WUT,CZ,2017,5,0.45565,0.51009,1.119,960
HJJ-SYX,9H,2017,10,0.57649,0.57649,1.0,
BLR-ATQ,6E,2017,2,0.0,0.03282,,120
KHN-BAV,HU,2017,1,0.0024,0.00759,3.166,480
PDG-BKS,IW,2017,3,0.0,0.88889,,0
CMB-CJB,UL,2017,6,0.01032,0.09721,9.421,600
NKG-ENY,MU,2017,1,0.17412,0.29341,1.685,480
CXR-XIY,VN,2017,55,0.09206,0.30497,3.313,360
ZHY-CKG,3U,2017,62,0.54108,0.58275,1.077,240
HNY-TNA,SC,2017,13,0.18671,0.89287,4.782,240
WXN-NGB,CA,2017,8,0.02615,0.29826,11.404,240
TRK-PLW,IW,2017,5,0.01169,0.16974,14.515,240
CGQ-NTG,A6,2017,11,0.00173,0.01088,6.295,360
HAK-UTP,HU,2017,5,0.0,0.15873,,840
SQJ-SZX,HO,2017,34,0.90751,0.93398,1.029,600
XIY-USM,TV,2017,7,0.04461,0.04461,1.0,
IXM-SIN,IX,2017,57,0.77349,0.81447,1.053,480
SZX-LPF,CZ,2017,2,0.00754,0.04453,5.906,480
YIH-SWA,MU,2017,3,0.08695,0.29502,3.393,720
OVB-ROV,A4,2017,6,0.00041,0.09321,226.763,120
HGH-LZH,MU,2017,4,0.0091,0.01164,1.278,840
DOH-SKP,QR,2017,24,0.07526,0.07526,1.0,
PVD-ORK,D8,2017,16,0.42242,0.54199,1.283,0
BZG-LTN,FR,2017,28,0.1719,0.32818,1.909,600
CBG-MAN,BA,2017,99,0.65281,0.94623,1.449,480
SXF-LUX,U2,2017,34,0.03102,0.03655,1.178,240
POZ-TLV,FR,2017,10,0.13255,0.18989,1.433,0
TSR-TLV,W6,2017,12,0.14145,0.51739,3.658,240
TBZ-NJF,I3,2017,8,0.71052,0.86358,1.215,480
LGB-FLL,B6,2017,44,0.56493,0.69968,1.239,240
PIE-AUS,G4,2017,22,0.31132,0.45108,1.449,720
YGR-YYY,P6,2017,3,0.41735,0.80735,1.934,600
CKB-ORD,UA,2017,114,0.75952,0.76462,1.007,360
SNA-ABQ,AS,2017,15,0.003,0.0745,24.819,240
SMF-EWR,UA,2017,78,0.05512,0.16173,2.934,720
LAX-SGU,UA,2017,2,0.00308,0.01441,4.673,240
UKA-ASV,RRV,2017,1,0.0,1.0,,0
ASV-MBA,SBK,2017,6,0.86111,0.86111,1.0,
OUA-CKY,TK,2017,1,0.00179,0.7272,405.655,840
LGW-FEZ,3O,2017,2,0.00017,0.00739,44.388,120
FEZ-SVQ,FR,2017,25,0.27796,0.3157,1.136,480
WIL-ZNZ,F2,2017,7,0.56477,0.72869,1.29,480
PAF-KHX,A8,2017,1,0.0,1.0,,0
FEZ-FMM,FR,2017,13,0.47425,0.48485,1.022,360
LYA-HAK,GX,2017,7,0.00439,0.23039,52.508,480
JJN-SJW,HU,2017,13,0.18269,0.22219,1.216,840
LZH-NKG,MU,2017,21,0.04491,0.29234,6.51,480
SZX-HAN,CZ,2017,24,0.45062,0.56539,1.255,360
YNT-NGB,MU,2017,20,0.00396,0.05079,12.81,480
WUX-ZUH,ZH,2017,7,0.00795,0.04356,5.479,480
TNA-HYN,Y8,2017,2,0.00235,0.00871,3.701,960
SOC-MLG,IW,2017,1,0.02849,0.04546,1.596,720
LHW-TEN,HU,2017,8,0.00843,0.03609,4.278,720
BOM-DMK,SL,2017,59,0.36877,0.39434,1.069,240
HUZ-WUX,HO,2017,9,0.05032,0.12036,2.392,960
NTG-KMG,A6,2017,43,0.32078,0.62296,1.942,240
ZYI-HRB,FU,2017,15,0.56546,0.7649,1.353,120
TEN-WUH,HU,2017,37,0.21516,0.36361,1.69,360
TJU-VKO,SZ,2017,31,0.18736,0.49633,2.649,240
HUZ-ZUH,HU,2017,21,0.69388,0.70607,1.018,240
LHW-YNZ,UQ,2017,7,0.0015,0.00402,2.675,360
DBO-CBR,FP,2017,3,0.94235,0.94235,1.0,
KZN-SGC,RT,2017,4,0.57035,0.59849,1.049,120
DAD-TAE,TW,2017,4,0.0565,0.21794,3.857,360
OMA-SAN,AS,2017,14,0.00747,0.01525,2.042,480
BNE-WGA,JG,2017,1,0.00451,0.00655,1.453,240
SJJ-DOH,QR,2017,70,0.33783,0.37098,1.098,1200
IST-CKZ,8Q,2017,1,0.00076,0.03338,43.899,240
DOH-OHS,QR,2017,1,0.0,0.00356,,720
NSH-THR,IR,2017,28,0.8606,0.93951,1.092,240
LHW-YTY,9C,2017,21,0.05147,0.10307,2.002,960
HUN-HKG,UO,2017,89,0.61561,0.88219,1.433,720
DMK-CCU,FD,2017,27,0.59182,0.60524,1.023,240
IKT-KRR,U6,2017,6,0.00673,0.0673,9.994,0
LHW-NNY,9C,2017,6,0.0001,0.00543,54.066,360
TJM-TOF,YC,2017,3,0.03196,0.22262,6.965,360
CTU-LAX,HU,2017,105,0.27431,0.32296,1.177,1200
WUH-DOY,G5,2017,2,0.0,0.03261,,600
YCU-KWL,CA,2017,13,0.14886,0.21955,1.475,480
TNA-LAX,3U,2017,102,0.65773,0.70074,1.065,1080
FOC-JFK,MF,2017,91,0.78953,0.83191,1.054,840
ENH-XNN,GJ,2017,5,0.38235,0.66088,1.728,240
SZX-WDS,DZ,2017,4,0.02135,0.02135,1.0,
KWL-TVS,GT,2017,1,0.0,0.00948,,360
FOC-BKI,MF,2017,19,0.55245,0.57215,1.036,360
TSF-HAM,FR,2017,15,0.14363,0.23114,1.609,240
KLF-LED,S7,2017,32,0.42946,0.86584,2.016,600
KRK-TSF,FR,2017,11,0.24255,0.35484,1.463,600
LIS-WRO,FR,2017,7,0.003,0.05846,19.519,120
ARN-EIN,HV,2017,29,0.00216,0.02515,11.646,240
CLJ-HHN,W6,2017,20,0.05411,0.12789,2.363,1200
TLN-SOU,BE,2017,10,0.90579,0.95492,1.054,360
TIV-TLV,6H,2017,15,0.5446,0.54899,1.008,720
HAJ-OTP,W6,2017,15,0.05169,0.19748,3.821,240
BUD-BGO,W6,2017,18,0.0648,0.09346,1.442,480
OMR-BGY,FR,2017,30,0.92308,0.97968,1.061,120
NUE-OPO,FR,2017,10,0.07811,0.2536,3.247,1080
TGD-BUD,W6,2017,55,0.13601,0.13857,1.019,840
FRA-PDX,DE,2017,47,0.03212,0.07926,2.468,1320
KIV-KRR,9U,2017,18,0.10109,0.27499,2.72,1080
SEN-MXP,BE,2017,66,0.07744,0.18537,2.394,240
SKG-DTM,FR,2017,3,0.01194,0.24997,20.94,720
DEB-TLV,W6,2017,11,0.21072,0.70755,3.358,720
MAN-CMN,AT,2017,36,0.50795,0.50795,1.0,
MAN-SEN,BE,2017,13,0.20215,0.20916,1.035,240
GOJ-KZN,RT,2017,8,0.01298,0.22781,17.553,480
TSR-FRA,LH,2017,118,0.35046,0.48049,1.371,480
KWI-TBS,Q9,2017,21,0.05563,0.13945,2.507,840
TLL-GOT,LO,2017,29,0.02934,0.05149,1.755,600
TSE-BUD,W6,2017,77,0.14635,0.14635,1.0,
IEV-GYD,J2,2017,16,0.45553,0.52732,1.158,600
FRA-TSF,FR,2017,15,0.02164,0.07279,3.363,600
RTB-GCM,KX,2017,13,0.44459,0.53963,1.214,600
CTM-CUN,7M,2017,64,0.39566,0.85348,2.157,600
LIM-CTG,LA,2017,6,0.00083,0.02108,25.301,480
